id,app,content,score,timestamp,aspects,opinions,sentiments,categories,mapped_categories
456,HBL,it's really slow to process mobile recharge q,3,05/07/2025 23:48,['NULL'],['slow'],['negative'],['POWER_SUPPLY#OPERATION_PERFORMANCE'],['UTILITIES#PERFORMANCE']
457,HBL,nice,5,05/07/2025 23:32,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
458,HBL,"""I've noticed that whenever I try to send an amount larger than my normal routine, my bank frequently declines the transaction without clear justification, displaying vague errors. Please help me resolve this issue.""",5,05/07/2025 23:23,['bank'],['declinches the transaction without clear justification'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
459,HBL,As a mobile App developer i appreciate your work and app UI and also UX.but something like in device management if i want to login in some Samsung devices so they are not logged in my account and show something like try after that time but after passing the time still showed same it is good for security but if our mobile phone are lost so how we open this. inshort add button for manual device adding like that but also your app is good,5,05/07/2025 23:13,['app'],['appreciate'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
460,HBL,"as a bank, their online services r pathetic, and I give them zero ranking. whenever I wanted to talk to their customer service, there is just wait n wait n wait of half an hour, they just wait n stupid dear customer recorded voice again n again, but customer service don't entertain u. very pathetic customer service helpline.",1,05/07/2025 22:32,['customer service'],['pathetic'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
461,HBL,good well,5,05/07/2025 21:57,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
462,HBL,"Pathetic, 3rd class & sub standard services being provided by the bank administration. Despite visiting 2 x different branches for biometric verification & calling & talking multiple times to the customer care center representative through registered mobile number, I'm still unable to access & use the Inet banking application. All the procedure & instructions followed. In-app biometric verification carried out, Application deleted & re-downloaded but still facing the same prob since last 3 days.",1,05/07/2025 17:00,"['bank administration', 'in-app biometric verification']","['Pathetic', 'NULL']","['negative', 'negative']","['SUPPORT#GENERAL', 'SOFTWARE#OPERATION_PERFORMANCE']","['CUSTOMER_SUPPORT', 'APP#PERFORMANCE']"
463,HBL,Good App and easy work,5,05/07/2025 16:53,['App'],['Good'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
464,HBL,too much hidden charges. worst bank ever,1,05/07/2025 16:33,"['NULL', 'bank']","['worst', 'worst']","['negative', 'negative']","['SHIPPING#GENERAL', 'SHIPPING#GENERAL']","['DELIVERY_RELATED_FEEDBACK', 'DELIVERY_RELATED_FEEDBACK']"
465,HBL,okay,5,05/07/2025 6:28,['NULL'],['okay'],['neutral'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
466,HBL,not good,2,04/07/2025 22:54,['NULL'],['not good'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
467,HBL,does not work,1,04/07/2025 20:27,['NULL'],['NULL'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
468,HBL,"hello, there is no landscape capability in app any more, i can not enter my password or OTP in my mobile. The app does not offer landscape view in Android, could you fix and confirm",1,04/07/2025 20:08,['landscape capability'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
469,HBL,Bhota hi Bakwas bank very bad bank HBL ALLAH ki qasam SA customer care wala call pick hi nhi Karta,1,04/07/2025 19:07,['bank HBL ALLAH ki qasam SA'],['bad'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
470,HBL,opt ka option pa click hi nahi hota or nahi hi keyboard appear ho Raha hai last year bhi uahi issues tha is app ka use less kindly is bug ko thek Kara,1,04/07/2025 16:57,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
471,HBL,"I am Imran khan ,your long-time customer, and I have been using your services for a long time. Recently, I traveled out of the country, specifically to uae, and while I have changed my phone, I have been facing an issue with Forgotten Login ID 2. Not receiving SMS notifications or OTPs on my registered mobile numberfor quite some time. It is not working, and I have tried more than fifty times, but it is still not working. Kindly resolve this issue, as I have a",1,04/07/2025 16:05,['phone'],['NULL'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
472,HBL,good,5,04/07/2025 13:00,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
473,HBL,I want to change my mobile num buz mri sim ghume ho gie hai how can I log in,1,04/07/2025 12:11,['mobile num buz mri sim ghume ho gie'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
474,HBL,"not working at all, cannot sign up, no tutorial videos available.. error occurs every time I try to sign up.. what is the use of this app?",1,04/07/2025 12:01,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
475,HBL,nice app,5,04/07/2025 11:32,['app'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
476,HBL,Overall app is good but the auto OTP entering option is not good because when we receive an OTP in our email id we are unable to enter that OTP as the app is not allowing us to do so. That is keyboard is not appearing on the screen. Need to resolve this matter.,4,04/07/2025 11:15,"['app', 'auto OTP entering option']","['good', 'not good']","['positive', 'negative']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES']"
477,HBL,"when i am trying to sign up to the app it shows an error, i have tried many time but its not working",1,04/07/2025 10:41,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
478,HBL,Bussiness account,4,04/07/2025 7:18,['Bussiness account'],['Bussiness'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
479,HBL,app is not working from yesterday,1,04/07/2025 6:49,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
480,HBL,excellent work... good jobs.... good app,5,04/07/2025 4:57,"['work', 'jobs', 'app']","['excellent', 'good', 'good']","['positive', 'positive', 'positive']","['SERVICE#GENERAL', 'SERVICE#GENERAL', 'SOFTWARE#GENERAL']","['BRANCH_SERVICE', 'BRANCH_SERVICE', 'APP#FEATURES']"
481,HBL,kindly check why HBL app tell me always download HBL Mobil app from goggles play store,1,04/07/2025 3:40,['HBL app'],['NULL'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
482,HBL,not compatible ka option aa Raha hai ab Mai kaisay use karu app update he nahi ho Rahi na open horahi hai 😞,1,04/07/2025 2:30,['NULL'],['NULL'],['negative'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
483,HBL,"Unable to use the app on new phone. The otp field isn't opening the keyboard, and there seems to be no way to enter the otp code on my samsung s24+. I am stuck at the device registration popup.",2,04/07/2025 1:22,"['app', 'otp field', 'keyboard', 'device registration popup']","['Unable to use', 'NULL', 'NULL', 'NULL']","['negative', 'negative', 'negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'KEYBOARD#OPERATION_PERFORMANCE', 'KEYBOARD#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'BIOMETRIC#LOGIN_ISSUES', 'BIOMETRIC#LOGIN_ISSUES', 'APP#PERFORMANCE']"
484,HBL,uys اپپس فور slary,5,03/07/2025 22:17,['slary'],['NULL'],['positive'],['COMPANY#GENERAL'],['BANK_REPUTATION']
485,HBL,this is very helpful app,5,03/07/2025 21:52,['app'],['helpful'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
486,HBL,why it is not compatible with my phone.,1,03/07/2025 20:56,['NULL'],['not compatible'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
487,HBL,very bad service 😞,2,03/07/2025 20:53,['service'],['bad'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
488,HBL,every time irritated loan notification showing very disappointed,1,03/07/2025 20:16,['loan notification'],['irritated'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
489,HBL,سالوں سے ایپ استعمال کررہا ہوں کبھی کوئی پریشانی نہیں آئی۔ اللہ تعالیٰ سے دعا ہے کہ آئندہ بھی تمام آنے والی پریشانیوں سے محفوظ رکھے۔ حبیب بنک کےلئے دعا گو ہوں کہ اللّٰہ تعالیٰ دن دگنی اور رات چوگنی ترقی عطا فرمائے۔ آمین یارب العالمین💯👍,5,03/07/2025 19:08,['NULL'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
490,HBL,very good #1 bank of Pakistan,5,03/07/2025 17:54,['bank of Pakistan'],['good'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
491,HBL,I have no option for credit card apply,2,03/07/2025 17:04,['credit card apply'],['no option'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
492,HBL,"no information for indomitable device. used this device less than one month ago was working,now it became incompatible without any notice or without any information",1,03/07/2025 16:23,['device'],['incompatible'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
493,HBL,"Third-class app, third-class services, third-class customer support, sitting fat and happy on my mobile package money for a month. Utility bills on the app? Still stuck in the stone age, never updated. Phone banking? Just robots chilling, masters at confusing people and wasting time, not fixing anything. And yeah, they make you wait 20 minutes for this circus! pathetic",1,03/07/2025 15:42,"['app', 'services', 'customer support', 'phone banking']","['Third-class', 'thrilled', 'thrilled', 'pathetic']","['negative', 'negative', 'negative', 'negative']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL', 'SUPPORT#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES', 'CUSTOMER_SUPPORT', 'APP#FEATURES']"
494,HBL,good,5,03/07/2025 14:46,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
495,HBL,glitch in your please review your HBL app,1,03/07/2025 13:53,['HBL app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
496,HBL,apps is not working properly due to sagges,5,03/07/2025 13:45,['apps'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
497,HBL,good experience but app is not opend,5,03/07/2025 13:07,['app'],['NULL'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
498,HBL,"Mostly, this works perfectly fine, but from yesterday, there were some glitches that didn't let me perform any transaction or anything via app.",3,03/07/2025 9:37,['app'],['glipped'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
499,HBL,good service 💯💯💯,5,03/07/2025 8:08,['service'],['good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
500,HBL,slow loading,2,03/07/2025 0:55,['NULL'],['slow'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
501,HBL,nice app,5,02/07/2025 23:54,['app'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
502,HBL,"inteha se ziyada ghattaya banking app, hai. open kartay hi sab se pehle kehte hai bheek lelo loan le le aur jab no ka option select karo to hang ho jati hai",1,02/07/2025 23:04,['banking app'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
503,HBL,it's an use less bank,1,02/07/2025 22:24,['NULL'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
504,HBL,outstanding performance of the app and is easy way to spread joy in family. and i am very pleased to have this app,3,02/07/2025 22:06,['app'],['outstanding'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
505,HBL,good experience while using this app,3,02/07/2025 21:42,['app'],['good'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
506,HBL,bad app,2,02/07/2025 20:43,['app'],['bad'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
507,HBL,its not installing on my phone Samsung C7. Kindly look into this issue,1,02/07/2025 20:35,['NULL'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
508,HBL,good,3,02/07/2025 19:23,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
509,HBL,This is useles bank. zero performance,1,02/07/2025 17:47,['NULL'],['NULL'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
510,HBL,good,5,02/07/2025 17:39,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
511,HBL,very good,3,02/07/2025 17:35,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
512,HBL,ya app bohat zabardast h is ki wja Sy bohat asani hoti h money transfer krny main ya bohat faydymand h,5,02/07/2025 17:25,['app'],['NULL'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
513,HBL,performance very poor,1,02/07/2025 16:38,['NULL'],['poor'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
514,HBL,good👍,5,02/07/2025 16:30,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
515,HBL,It's a good application for banking,5,02/07/2025 15:26,['application for banking'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
516,HBL,I'm very honest in my reviews...This app is too much helpful,5,02/07/2025 14:23,['app'],['helpful'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
517,HBL,excellent,5,02/07/2025 12:46,['NULL'],['excellent'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
518,HBL,very useful and beneficial app 😍😍,5,02/07/2025 12:03,['app'],['useful'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
519,HBL,Very nice I like it very much,5,02/07/2025 11:19,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
520,HBL,"i am facing a transaction issue, I have complained many times but not resolved.",1,02/07/2025 11:16,['transaction issue'],['NULL'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
521,HBL,it's a good banking a system life so easy with hbl,5,02/07/2025 11:09,"['banking', 'system life']","['good', 'easy']","['positive', 'positive']","['SUPPORT#GENERAL', 'SOFTWARE#OPERATION_PERFORMANCE']","['CUSTOMER_SUPPORT', 'APP#PERFORMANCE']"
522,HBL,hbl app s very valuable and easy to use,5,02/07/2025 10:59,['hbl app'],['valued'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
523,HBL,nicw,5,02/07/2025 10:59,['nicw'],['NULL'],['neutral'],['COMPANY#GENERAL'],['BANK_REPUTATION']
524,HBL,good,5,02/07/2025 10:28,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
525,HBL,good app,5,02/07/2025 10:20,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
526,HBL,while using it was good experience,5,02/07/2025 10:18,['NULL'],['good'],['positive'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
527,HBL,good,3,02/07/2025 9:26,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
528,HBL,soo good,5,02/07/2025 8:52,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
529,HBL,Call Center Customer support experience is very bad App experience is good unable to download statements for a year only last two months option is available no date range option,2,02/07/2025 8:34,"['Call Center Customer support experience', 'App experience']","['bad', 'good']","['negative', 'positive']","['SUPPORT#GENERAL', 'SOFTWARE#GENERAL']","['CUSTOMER_SUPPORT', 'APP#FEATURES']"
530,HBL,apps mi mobile mi instal nhihorhee,5,02/07/2025 8:34,['apps mi mobile'],['NULL'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
531,HBL,Good,4,02/07/2025 8:25,['NULL'],['Good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
532,HBL,good,5,02/07/2025 8:13,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
533,HBL,"I got message that ,,this app is not compatible with this device contact developers,, how ever i am using this app since long time at this noble. please solve the problem.",4,02/07/2025 6:56,['app'],['not compatible'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
534,HBL,"App is good but the bank services is totally unacceptable. Here salary is available 2 or 3 days late then the other banks in the area in d.i.khan. Hbl , d.i.khan branch ,in pakistan is the laziest branch⛱️⛱️⛱️⛱️ . It won't pay you in time. Start of everymonth the same drama repeats .",5,02/07/2025 5:28,"['App', 'bank services', 'NULL']","['good', 'unacceptable', 'laziest']","['positive', 'negative', 'negative']","['SOFTWARE#GENERAL', 'SUPPORT#GENERAL', 'SUPPORT#GENERAL']","['APP#FEATURES', 'CUSTOMER_SUPPORT', 'CUSTOMER_SUPPORT']"
535,HBL,hi my app isn't working jub be log in karate it says service is not available 🤬 wait 2hr 4 din se,1,02/07/2025 4:23,['service'],['NULL'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
536,HBL,i have oppo A 57 and hbl mobile app is not being down load in mobile plz share how can i download it,5,02/07/2025 2:44,['hbl mobile app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
537,HBL,you should allow using the app even if it's not updated,5,02/07/2025 2:30,['app'],['NULL'],['neutral'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
538,HBL,Very bad,2,02/07/2025 0:59,['NULL'],['bad'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
539,HBL,Good work is mobile app account complete verification biometric sab is app Good for good help.,5,02/07/2025 0:26,['mobile app account'],['Good work'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
540,HBL,it should work in old version as well۔۔۔HBL app is not being updated nor being working,2,01/07/2025 23:30,['HBL app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
541,HBL,"Forces you to turn on notifications, otherwise you can't login. And when you turn notifications on, it starts spamming you with ads and promotions. App is fine otherwise, but this forced notifications thing is nonsense.",1,01/07/2025 22:33,['notifications'],['nonsense'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
542,HBL,it's not work?,2,01/07/2025 22:29,['NULL'],['NULL'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
543,HBL,Good,5,01/07/2025 22:22,['NULL'],['Good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
544,HBL,Excellent,5,01/07/2025 22:18,['NULL'],['Excellent'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
545,HBL,Very very help full for me,5,01/07/2025 22:03,['NULL'],['helpful'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
546,HBL,👍,5,01/07/2025 21:45,['NULL'],['NULL'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
547,HBL,"fine, screen shots issue",1,01/07/2025 20:38,['screen shots'],['fine'],['positive'],['DISPLAY#GENERAL'],['SCREEN#GENERAL_FEEDBACK']
548,HBL,Excellent,5,01/07/2025 19:43,['NULL'],['Excellent'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
549,HBL,good,5,01/07/2025 19:38,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
550,HBL,not working,1,01/07/2025 19:15,['NULL'],['NULL'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
551,HBL,good service of HBL. Ok thanks,4,01/07/2025 19:02,['service'],['good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
552,HBL,ok good app,5,01/07/2025 19:01,['app'],['ok'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
553,HBL,"The digital banking options make everything so convenient. Truly a reliable and customer-friendly bank. Highly recommended!""",5,01/07/2025 18:58,"['digital banking options', 'bank']","['convenient', 'reliable']","['positive', 'positive']","['SOFTWARE#USABILITY', 'SUPPORT#GENERAL']","['APP#USABILITY_FEATURES', 'CUSTOMER_SUPPORT']"
554,HBL,Did not showing on my hbl app feature car loan personal loan and credit card they didn't work on proper not showing any one feature only sms are coming from hbl bank and physicaly not appearing feature on hbl application kindly solve my issue,1,01/07/2025 18:34,['hbl app feature'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
555,HBL,service excellent,5,01/07/2025 18:22,['service'],['excellent'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
556,HBL,Best servuces.,5,01/07/2025 18:21,['servuces'],['Best'],['positive'],['FOOD#QUALITY'],['MISC#APP_FEEDBACK']
557,HBL,so easy and useful my experience with this app is so soothing.I found it so easy and useful.I feel my banking in my hand every thing about banking is in my pocket. so nice.,5,01/07/2025 17:41,['app'],['soothing'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
558,HBL,"HBL is a most comfortable and convenient and helpful bank, I always prefer this.",5,01/07/2025 16:17,['HBL'],['comfortable'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
559,HBL,"Asslam o alikum, it's a fantastic job done by the developer, but still need new features like online transaction limit changing feature etc.",4,01/07/2025 15:44,"['developer', 'online transaction limit changing feature']","['fantastic job', 'need new features']","['positive', 'negative']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES']"
560,HBL,UI is too much 👎,1,01/07/2025 15:42,['UI'],['too much'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
561,HBL,Good experience,4,01/07/2025 15:42,['NULL'],['Good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
562,HBL,worst banking ever,1,01/07/2025 15:32,['banking'],['worst'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
563,HBL,too much problems here not recommended,1,01/07/2025 15:20,['NULL'],['not recommended'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
564,HBL,good,5,01/07/2025 15:19,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
565,HBL,good,1,01/07/2025 14:42,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
566,HBL,It's very helpful and easy to use.,5,01/07/2025 14:22,['NULL'],['helpful'],['positive'],['LAPTOP#USABILITY'],['APP#USABILITY']
567,HBL,excellent 👌,5,01/07/2025 14:15,['NULL'],['excellent'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
568,HBL,Very nice n Confidential aap👍,5,01/07/2025 14:14,['aap'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
569,HBL,Good,5,01/07/2025 14:06,['NULL'],['Good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
570,HBL,"This is the worst Pakistani Banking Application provided by none other than the largest Bank of Pakistan. 6 out of 10 times your transaction won't get through because of some stupid reason at their end. Ironically they won't even give you any reason or accept their fault but rather put a blame on you with their universal reason ""insufficient balance or a special condition marked on your account"". And I'm talking about HBL prestige which is supposedly their premium banking experience.",1,01/07/2025 13:33,"['Pakistani Banking Application', 'HBL prestige']","['worst', 'premium banking experience']","['negative', 'positive']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES']"
571,HBL,app rarely works,1,01/07/2025 13:18,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
572,HBL,I think you must give an option to update our email on this app. It requires to visit to branch.,5,01/07/2025 12:49,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
573,HBL,it's a goooood aaap,5,01/07/2025 12:29,['aaap'],['goooood'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
574,HBL,good,5,01/07/2025 12:25,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
575,HBL,poor performance and complaints system. here a c holder is unable to complain about his problem. it just mentioned list of issue which is just .....,1,01/07/2025 12:09,['NULL'],['poor'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
576,HBL,سرجب میں ایپ اوین کرتا ہوں تو فورا آجاتا ہے کہ آپ اولڈ ورجن استعمال کر رہے ہے حالانکہ میں نے دو دفعہ نیوورجن 2025 ڈاؤن لوڈ کر دیا۔ پھر بھی نہیں کھولتا۔ اب میں کیا کروں تھک گیا ہوں,4,01/07/2025 11:36,['NULL'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
577,HBL,very excellent service,5,01/07/2025 11:24,['service'],['excellent'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
578,HBL,good very good,5,01/07/2025 11:24,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
579,HBL,Easy to use,4,01/07/2025 11:18,['use'],['Easy'],['positive'],['LAPTOP#USABILITY'],['APP#USABILITY']
580,HBL,nice,5,01/07/2025 11:11,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
581,HBL,Excellent,5,01/07/2025 10:39,['NULL'],['Excellent'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
582,HBL,"Best part was the first time verification, have never seen any bank doing it in a blink of an eye, hats off HBL certainly comes on top if we're specifically talking about account verification (first time login)",5,01/07/2025 10:27,['HBL'],['Best'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
583,HBL,good,5,01/07/2025 10:21,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
584,HBL,This aap is too much helpful and secure also helps to more secure our personal information.,5,01/07/2025 10:12,['aap'],['helpful'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
585,HBL,says not compatible with your device why???? why should I buy a new mobile for just use this aap i dont have budget you should make it run on any touch Mobile otherwise 👋👊,1,01/07/2025 9:28,['NULL'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
586,HBL,excellent,5,01/07/2025 8:25,['NULL'],['excellent'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
587,HBL,perfect,4,01/07/2025 7:45,['NULL'],['perfect'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
588,HBL,AJ mujh ko 6 month ho gye Hain complaint krvaye lakin meri complaint solve nhi hui. kya Hbl bank bhi ab Baki mehkmon ki trha bad service de rha ha?,1,01/07/2025 7:13,['service'],['bad'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
589,HBL,Good,5,01/07/2025 7:10,['NULL'],['Good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
590,HBL,very nice app. im using along time.,5,01/07/2025 4:35,['app'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
